unitid,year,n_awards,n_awards_total,cosme_ratio
182999,2013,12,12,1.0
182999,2014,21,21,1.0
182999,2015,23,23,1.0
182999,2016,17,17,1.0
182999,2017,21,21,1.0
182999,2018,9,9,1.0
182999,2019,14,14,1.0
183202,2010,18,18,1.0
183202,2011,21,21,1.0
183202,2012,24,24,1.0
183202,2013,18,18,1.0
183202,2014,10,10,1.0
183202,2015,26,26,1.0
183202,2016,33,33,1.0
183202,2017,26,26,1.0
183202,2018,19,19,1.0
183202,2019,22,22,1.0
184144,2010,105,105,1.0
184144,2011,98,98,1.0
184144,2012,107,107,1.0
184144,2013,69,69,1.0
184144,2014,102,102,1.0
184506,2010,68,68,1.0
184506,2011,80,80,1.0
184506,2012,62,62,1.0
184506,2013,68,68,1.0
184506,2014,69,69,1.0
184506,2015,61,61,1.0
184506,2016,63,63,1.0
184506,2017,39,39,1.0
184506,2018,53,53,1.0
184506,2019,56,56,1.0
184816,2010,93,93,1.0
184816,2011,97,97,1.0
184816,2012,117,117,1.0
184816,2013,70,70,1.0
184816,2014,51,51,1.0
184816,2015,57,57,1.0
184816,2016,68,68,1.0
184816,2017,36,36,1.0
184816,2018,48,48,1.0
184816,2019,37,37,1.0
185466,2010,163,163,1.0
185466,2011,184,184,1.0
185466,2012,190,190,1.0
185466,2013,227,227,1.0
185466,2014,221,221,1.0
185466,2015,196,196,1.0
185466,2016,170,170,1.0
185466,2017,231,231,1.0
185466,2018,224,224,1.0
185466,2019,222,222,1.0
185730,2010,47,47,1.0
185730,2011,35,35,1.0
185730,2012,50,50,1.0
185730,2013,50,50,1.0
185730,2014,38,38,1.0
185730,2015,33,33,1.0
185767,2010,133,133,1.0
185767,2011,142,142,1.0
185767,2012,96,96,1.0
185767,2013,100,100,1.0
185767,2014,112,112,1.0
185767,2015,136,136,1.0
185767,2016,45,45,1.0
185767,2017,185,185,1.0
185767,2018,227,227,1.0
185767,2019,248,248,1.0
185970,2010,213,215,0.9906976744186047
185970,2011,241,248,0.9717741935483871
185970,2012,151,151,1.0
185970,2013,137,137,1.0
185970,2014,114,114,1.0
185970,2015,118,118,1.0
185970,2016,87,87,1.0
185970,2017,118,118,1.0
185970,2018,119,119,1.0
185970,2019,108,108,1.0
186016,2010,208,208,1.0
186016,2011,223,223,1.0
186016,2012,212,212,1.0
186016,2013,228,228,1.0
186016,2014,246,246,1.0
186016,2015,233,233,1.0
186016,2016,234,234,1.0
186016,2017,217,217,1.0
186016,2018,306,306,1.0
186016,2019,294,294,1.0
186274,2010,128,128,1.0
186274,2011,110,110,1.0
186274,2012,90,90,1.0
186274,2013,110,110,1.0
186274,2014,90,90,1.0
186274,2015,111,111,1.0
186274,2016,46,46,1.0
186274,2017,118,118,1.0
186274,2018,77,77,1.0
186274,2019,105,105,1.0
186335,2010,172,172,1.0
186335,2011,156,156,1.0
186335,2012,136,136,1.0
186335,2013,102,102,1.0
186335,2014,43,43,1.0
186335,2015,26,26,1.0
186335,2016,23,23,1.0
186335,2017,19,19,1.0
186335,2018,16,16,1.0
186593,2010,70,70,1.0
186593,2011,84,84,1.0
186593,2012,97,97,1.0
186593,2013,72,72,1.0
186593,2014,101,101,1.0
186593,2015,84,84,1.0
186593,2016,92,92,1.0
186593,2017,88,88,1.0
186593,2018,94,94,1.0
186593,2019,71,71,1.0
187505,2010,384,384,1.0
187505,2011,612,612,1.0
187505,2012,692,692,1.0
187505,2013,600,600,1.0
187505,2014,479,479,1.0
187505,2015,417,417,1.0
187505,2016,531,531,1.0
187505,2017,540,540,1.0
187505,2018,468,468,1.0
187505,2019,383,383,1.0
187602,2010,72,72,1.0
187602,2011,58,58,1.0
187602,2012,69,69,1.0
187602,2013,46,46,1.0
187602,2014,46,46,1.0
187602,2015,30,30,1.0
187602,2016,34,34,1.0
187602,2017,22,22,1.0
188289,2012,27,27,1.0
188289,2013,32,32,1.0
188289,2014,38,38,1.0
188289,2015,43,43,1.0
188289,2016,39,39,1.0
188289,2017,43,43,1.0
188289,2018,52,52,1.0
188289,2019,35,35,1.0
188988,2010,139,139,1.0
188988,2011,223,223,1.0
188988,2012,237,237,1.0
188988,2013,239,239,1.0
188988,2014,242,242,1.0
188988,2015,248,248,1.0
188988,2016,241,241,1.0
189255,2018,104,104,1.0
189255,2019,133,133,1.0
189404,2010,56,56,1.0
189404,2011,99,99,1.0
189404,2012,92,92,1.0
189404,2013,105,105,1.0
189404,2014,136,136,1.0
189404,2015,103,103,1.0
189404,2016,75,75,1.0
189404,2017,64,64,1.0
189404,2018,76,76,1.0
189404,2019,83,83,1.0
189468,2010,135,135,1.0
189468,2011,133,133,1.0
189468,2012,128,128,1.0
189468,2013,104,104,1.0
189468,2014,109,109,1.0
189468,2015,93,93,1.0
189468,2016,83,83,1.0
189468,2017,79,79,1.0
189468,2018,160,160,1.0
189468,2019,147,147,1.0
189477,2010,121,121,1.0
189477,2011,121,121,1.0
189477,2012,154,154,1.0
189477,2013,104,104,1.0
189477,2014,126,126,1.0
189477,2015,105,105,1.0
189477,2016,106,106,1.0
189477,2017,87,87,1.0
189477,2018,86,86,1.0
189477,2019,74,74,1.0
189714,2010,183,183,1.0
189714,2011,203,203,1.0
189714,2012,232,232,1.0
189714,2013,228,228,1.0
189714,2014,215,215,1.0
189714,2015,232,232,1.0
189714,2016,199,199,1.0
189714,2017,239,239,1.0
189714,2018,208,208,1.0
189714,2019,236,236,1.0
189990,2014,313,313,1.0
189990,2015,235,235,1.0
189990,2016,413,413,1.0
189990,2017,394,394,1.0
189990,2018,431,431,1.0
189990,2019,485,485,1.0
190239,2010,145,145,1.0
190239,2011,190,190,1.0
190239,2012,217,217,1.0
190239,2013,171,171,1.0
190239,2014,125,125,1.0
190239,2015,89,89,1.0
190239,2016,77,77,1.0
190239,2017,86,86,1.0
190239,2018,89,89,1.0
190239,2019,106,106,1.0
190293,2010,80,80,1.0
190293,2011,67,67,1.0
190293,2012,67,67,1.0
190293,2013,69,69,1.0
190293,2014,72,72,1.0
190293,2015,58,58,1.0
190293,2016,59,59,1.0
190293,2017,51,51,1.0
190309,2010,40,40,1.0
190309,2011,39,39,1.0
190309,2012,34,34,1.0
190309,2013,34,34,1.0
190309,2014,25,25,1.0
190309,2015,28,28,1.0
190309,2016,33,33,1.0
190309,2017,19,19,1.0
190318,2010,354,354,1.0
190318,2011,318,318,1.0
190318,2012,309,309,1.0
190318,2013,342,342,1.0
190318,2014,298,298,1.0
190318,2015,262,262,1.0
190318,2016,237,237,1.0
190318,2017,261,261,1.0
190318,2018,303,303,1.0
190318,2019,258,258,1.0
191409,2014,46,46,1.0
191409,2015,62,62,1.0
191409,2016,45,45,1.0
191409,2017,39,39,1.0
192484,2010,81,81,1.0
192484,2011,113,113,1.0
192484,2012,107,107,1.0
192484,2013,92,92,1.0
192484,2014,77,77,1.0
192484,2015,70,70,1.0
192484,2016,50,50,1.0
192484,2017,67,67,1.0
192484,2018,36,36,1.0
192484,2019,48,48,1.0
192828,2010,38,38,1.0
192828,2011,38,38,1.0
192828,2012,32,32,1.0
192828,2013,20,20,1.0
192828,2014,44,44,1.0
192828,2015,24,24,1.0
193186,2010,56,56,1.0
193186,2011,68,68,1.0
193186,2012,71,71,1.0
193186,2013,52,52,1.0
193186,2014,42,42,1.0
193186,2015,58,58,1.0
193186,2016,53,53,1.0
193186,2017,45,45,1.0
193186,2018,30,30,1.0
193186,2019,29,29,1.0
193991,2010,28,28,1.0
193991,2011,29,29,1.0
193991,2012,62,62,1.0
193991,2013,46,46,1.0
193991,2014,42,42,1.0
193991,2015,28,28,1.0
193991,2016,38,38,1.0
193991,2017,42,42,1.0
193991,2018,35,35,1.0
193991,2019,19,19,1.0
194435,2010,121,121,1.0
194435,2011,91,91,1.0
194435,2012,106,106,1.0
194435,2013,87,87,1.0
194435,2014,103,103,1.0
194435,2015,81,81,1.0
194435,2016,99,99,1.0
194435,2017,97,97,1.0
194435,2018,95,95,1.0
194435,2019,114,114,1.0
194453,2010,81,81,1.0
194453,2011,82,82,1.0
194879,2012,51,100,0.51
194879,2016,34,62,0.5483870967741935
194879,2017,25,45,0.5555555555555556
195067,2010,389,389,1.0
195067,2011,458,458,1.0
195067,2012,538,538,1.0
195067,2013,463,463,1.0
195067,2014,453,453,1.0
195067,2015,365,365,1.0
195067,2016,366,366,1.0
195067,2017,282,282,1.0
195067,2018,269,269,1.0
195067,2019,279,279,1.0
197337,2010,47,47,1.0
197337,2011,52,52,1.0
197337,2012,51,51,1.0
197337,2013,80,80,1.0
197337,2014,66,66,1.0
197337,2015,69,69,1.0
197337,2016,50,50,1.0
197337,2017,45,45,1.0
197337,2018,42,42,1.0
197337,2019,43,43,1.0
198525,2010,14,14,1.0
198525,2011,34,34,1.0
198525,2012,32,32,1.0
198525,2013,17,17,1.0
198525,2014,26,26,1.0
198631,2010,43,43,1.0
198631,2011,36,36,1.0
198844,2010,134,134,1.0
198844,2011,134,134,1.0
198844,2012,89,89,1.0
198844,2013,113,113,1.0
198844,2014,142,142,1.0
198844,2015,117,117,1.0
198844,2016,121,121,1.0
198844,2017,109,109,1.0
198844,2018,140,140,1.0
198844,2019,144,144,1.0
198996,2010,4,4,1.0
198996,2011,3,3,1.0
198996,2012,9,9,1.0
198996,2013,28,28,1.0
199005,2010,13,13,1.0
199005,2011,8,8,1.0
199005,2012,8,8,1.0
199005,2013,9,9,1.0
199005,2014,13,13,1.0
199005,2015,16,16,1.0
199005,2016,12,12,1.0
199005,2017,4,4,1.0
199005,2018,4,4,1.0
199005,2019,3,3,1.0
199014,2010,5,5,1.0
199014,2011,8,8,1.0
199014,2012,13,13,1.0
199014,2013,23,23,1.0
199014,2014,17,17,1.0
199014,2015,24,24,1.0
199078,2010,21,38,0.5526315789473685
199078,2011,21,39,0.5384615384615384
199078,2013,29,45,0.6444444444444445
199078,2016,66,125,0.528
199078,2018,42,67,0.6268656716417911
199670,2014,25,25,1.0
199670,2015,37,37,1.0
199670,2016,31,31,1.0
199670,2017,41,41,1.0
199670,2018,34,34,1.0
199670,2019,29,29,1.0
199689,2010,45,45,1.0
199689,2011,67,67,1.0
199689,2012,74,74,1.0
199689,2013,83,83,1.0
199689,2014,79,79,1.0
199689,2015,109,109,1.0
199689,2016,110,110,1.0
199689,2017,89,89,1.0
199689,2018,64,64,1.0
199689,2019,76,76,1.0
199713,2010,82,82,1.0
199713,2011,57,57,1.0
199713,2012,71,71,1.0
199713,2013,53,53,1.0
199713,2014,54,54,1.0
199713,2015,42,42,1.0
199980,2010,28,28,1.0
199980,2011,34,34,1.0
199980,2012,34,34,1.0
199980,2013,30,30,1.0
199980,2014,43,43,1.0
199980,2015,30,30,1.0
199980,2016,39,39,1.0
199980,2017,42,42,1.0
199980,2018,62,62,1.0
199980,2019,60,60,1.0
200110,2010,30,56,0.5357142857142857
200110,2011,21,33,0.6363636363636364
200110,2012,13,19,0.6842105263157895
200110,2013,37,47,0.7872340425531915
200110,2014,37,50,0.74
200110,2015,41,45,0.9111111111111111
200110,2016,29,42,0.6904761904761905
200110,2017,36,43,0.8372093023255814
200110,2018,28,31,0.9032258064516129
200110,2019,32,39,0.8205128205128205
200129,2010,21,21,1.0
200129,2011,22,22,1.0
200129,2012,26,26,1.0
200129,2013,24,24,1.0
200129,2014,23,23,1.0
200129,2015,19,19,1.0
200129,2016,23,23,1.0
200129,2017,20,20,1.0
200165,2010,39,39,1.0
200165,2011,52,52,1.0
200165,2012,50,50,1.0
200165,2013,39,39,1.0
200165,2014,36,36,1.0
200165,2015,34,34,1.0
200165,2016,28,28,1.0
200165,2017,25,25,1.0
200165,2018,20,20,1.0
200262,2010,15,15,1.0
200262,2011,13,13,1.0
200262,2012,7,7,1.0
200262,2013,3,3,1.0
200262,2014,7,7,1.0
200262,2015,7,7,1.0
200262,2016,4,4,1.0
200262,2017,5,5,1.0
200262,2018,9,9,1.0
200262,2019,6,6,1.0
200387,2010,57,57,1.0
200387,2011,43,43,1.0
200387,2012,59,59,1.0
200387,2013,40,40,1.0
200387,2014,43,43,1.0
200387,2015,26,26,1.0
200387,2016,21,21,1.0
200387,2017,12,12,1.0
200387,2018,16,16,1.0
200387,2019,18,18,1.0
201584,2010,7,7,1.0
201584,2011,20,20,1.0
201584,2012,16,16,1.0
201584,2013,16,16,1.0
201584,2014,3,3,1.0
201609,2010,20,20,1.0
201609,2011,13,13,1.0
201609,2012,10,10,1.0
201609,2013,13,13,1.0
201609,2014,11,11,1.0
201609,2015,9,9,1.0
201618,2010,54,54,1.0
201618,2011,51,51,1.0
201618,2012,44,44,1.0
201618,2013,44,44,1.0
201618,2014,40,40,1.0
201618,2015,46,46,1.0
201627,2010,25,25,1.0
201627,2011,15,15,1.0
201627,2012,20,20,1.0
201627,2013,18,18,1.0
201627,2014,10,10,1.0
201627,2015,9,9,1.0
201982,2010,18,18,1.0
201982,2011,20,20,1.0
201982,2012,31,31,1.0
201982,2013,18,18,1.0
201982,2014,29,29,1.0
201982,2015,44,44,1.0
201982,2016,28,28,1.0
201982,2017,31,31,1.0
201982,2018,18,18,1.0
201982,2019,22,22,1.0
202453,2010,35,35,1.0
202453,2011,30,30,1.0
202453,2012,24,24,1.0
202453,2013,27,27,1.0
202453,2014,21,21,1.0
202453,2015,25,25,1.0
202453,2016,23,23,1.0
202453,2017,8,8,1.0
202453,2018,24,24,1.0
202453,2019,21,21,1.0
202639,2010,29,29,1.0
202639,2011,40,40,1.0
202639,2012,36,36,1.0
202639,2013,24,24,1.0
202639,2014,27,27,1.0
202736,2010,42,42,1.0
202736,2011,66,66,1.0
202736,2012,40,40,1.0
202736,2013,46,46,1.0
202736,2014,32,32,1.0
202736,2015,47,47,1.0
202888,2010,69,69,1.0
202888,2011,59,59,1.0
202888,2012,74,74,1.0
202888,2013,46,46,1.0
202888,2014,60,60,1.0
202888,2015,46,46,1.0
202888,2016,45,45,1.0
202888,2017,54,54,1.0
202888,2018,80,80,1.0
202888,2019,68,68,1.0
203438,2010,126,126,1.0
203438,2011,101,101,1.0
203438,2012,114,114,1.0
203438,2013,102,102,1.0
203438,2014,92,92,1.0
203438,2015,109,109,1.0
203438,2016,107,107,1.0
203438,2017,106,106,1.0
203438,2018,105,105,1.0
203438,2019,98,98,1.0
204121,2010,45,45,1.0
204121,2011,42,42,1.0
204121,2012,39,39,1.0
204121,2013,32,32,1.0
204121,2014,29,29,1.0
204121,2015,25,25,1.0
204121,2016,26,26,1.0
204121,2017,23,23,1.0
204121,2018,25,25,1.0
204121,2019,20,20,1.0
204334,2010,77,77,1.0
204334,2011,65,65,1.0
204334,2012,65,65,1.0
204334,2013,59,59,1.0
204334,2014,75,75,1.0
204334,2015,43,43,1.0
204334,2016,30,30,1.0
204334,2017,65,65,1.0
204334,2018,60,60,1.0
204334,2019,71,71,1.0
204431,2010,20,20,1.0
204431,2011,19,19,1.0
204431,2012,18,18,1.0
204431,2013,17,17,1.0
204431,2014,16,16,1.0
204431,2015,17,17,1.0
204431,2016,14,14,1.0
204431,2017,11,11,1.0
204431,2018,9,9,1.0
204431,2019,13,13,1.0
204714,2010,79,79,1.0
204714,2011,78,78,1.0
204714,2012,91,91,1.0
204714,2013,74,74,1.0
204714,2014,67,67,1.0
204714,2015,67,67,1.0
204714,2016,49,49,1.0
204714,2017,57,57,1.0
204714,2018,57,57,1.0
204714,2019,42,42,1.0
204723,2010,86,86,1.0
204723,2011,78,78,1.0
204723,2012,74,74,1.0
204723,2013,67,67,1.0
204723,2014,75,75,1.0
204723,2015,69,69,1.0
204723,2016,73,73,1.0
204723,2017,91,91,1.0
204723,2018,100,100,1.0
204723,2019,115,115,1.0
204741,2010,55,55,1.0
204741,2011,43,43,1.0
204741,2012,24,24,1.0
204769,2010,174,174,1.0
204769,2011,134,134,1.0
204769,2012,159,159,1.0
204769,2013,116,116,1.0
204769,2014,167,167,1.0
204769,2015,117,117,1.0
204769,2016,109,109,1.0
204769,2017,116,116,1.0
204769,2018,107,107,1.0
204769,2019,134,134,1.0
204778,2010,39,39,1.0
204778,2011,36,36,1.0
204778,2012,56,56,1.0
204778,2013,66,66,1.0
204778,2014,64,64,1.0
204778,2015,61,61,1.0
204778,2016,61,61,1.0
204778,2017,52,52,1.0
204778,2018,36,36,1.0
204778,2019,43,43,1.0
204963,2010,30,30,1.0
204963,2011,26,26,1.0
204963,2012,39,39,1.0
204963,2013,46,46,1.0
204963,2014,21,21,1.0
204963,2015,30,30,1.0
204963,2016,18,18,1.0
204963,2017,21,21,1.0
204963,2018,16,16,1.0
204963,2019,15,15,1.0
205142,2010,32,37,0.8648648648648649
205142,2011,44,51,0.8627450980392157
205142,2012,48,51,0.9411764705882353
205142,2013,53,53,1.0
205142,2014,52,52,1.0
205142,2015,42,42,1.0
205142,2016,44,44,1.0
205142,2017,63,63,1.0
205142,2018,55,55,1.0
205142,2019,64,64,1.0
206039,2010,33,33,1.0
206039,2011,28,28,1.0
206039,2012,36,36,1.0
206039,2013,37,37,1.0
206039,2014,21,21,1.0
206039,2015,28,28,1.0
206039,2016,29,29,1.0
206039,2017,25,25,1.0
206039,2018,8,8,1.0
206039,2019,23,23,1.0
206358,2010,9,9,1.0
206358,2011,19,19,1.0
206358,2012,16,16,1.0
206358,2013,27,27,1.0
206358,2014,8,8,1.0
206419,2010,22,22,1.0
206419,2011,31,31,1.0
206419,2012,25,25,1.0
206419,2013,26,26,1.0
206482,2010,67,67,1.0
206482,2011,61,61,1.0
206482,2012,58,58,1.0
206482,2013,66,66,1.0
206482,2014,78,78,1.0
206482,2015,67,67,1.0
206482,2016,64,64,1.0
206482,2017,40,40,1.0
206880,2010,36,36,1.0
206880,2011,58,58,1.0
206880,2012,92,92,1.0
206880,2013,56,56,1.0
206880,2014,65,65,1.0
206880,2015,54,54,1.0
206880,2016,54,54,1.0
206880,2017,49,49,1.0
206880,2018,40,40,1.0
206932,2010,88,88,1.0
206932,2011,78,78,1.0
206932,2012,101,101,1.0
206932,2013,78,78,1.0
206932,2014,76,76,1.0
206932,2015,81,81,1.0
206932,2016,58,88,0.6590909090909091
206932,2017,77,111,0.6936936936936937
206932,2018,118,158,0.7468354430379747
206932,2019,102,169,0.6035502958579881
206969,2010,9,9,1.0
206969,2011,12,12,1.0
206969,2012,11,11,1.0
206969,2013,9,9,1.0
206969,2014,12,12,1.0
206969,2015,6,6,1.0
206969,2016,19,19,1.0
206969,2017,12,12,1.0
206969,2018,5,5,1.0
207087,2010,32,32,1.0
207087,2011,47,47,1.0
207087,2012,27,27,1.0
207087,2013,26,26,1.0
207087,2014,30,30,1.0
207087,2015,32,32,1.0
207087,2016,22,22,1.0
207087,2017,20,20,1.0
207087,2018,25,25,1.0
207087,2019,17,17,1.0
207102,2010,39,39,1.0
207102,2011,42,42,1.0
207102,2012,44,44,1.0
207102,2013,40,40,1.0
207102,2014,42,42,1.0
207102,2015,48,48,1.0
207102,2016,47,47,1.0
207102,2017,53,53,1.0
207102,2018,60,60,1.0
207102,2019,57,57,1.0
207166,2010,15,15,1.0
207166,2011,17,17,1.0
207166,2012,14,14,1.0
207166,2013,10,10,1.0
207166,2014,9,9,1.0
207166,2015,6,6,1.0
207166,2016,5,5,1.0
207272,2010,15,15,1.0
207272,2011,19,19,1.0
207272,2012,22,22,1.0
207272,2013,19,19,1.0
207272,2014,8,8,1.0
207272,2015,8,8,1.0
207272,2016,10,10,1.0
207272,2017,7,7,1.0
207272,2018,14,14,1.0
207272,2019,17,17,1.0
207704,2010,76,76,1.0
207704,2011,86,86,1.0
207704,2012,79,79,1.0
207704,2013,86,86,1.0
207704,2014,43,43,1.0
207704,2015,46,46,1.0
207704,2016,41,41,1.0
207704,2017,36,36,1.0
207704,2018,25,25,1.0
207704,2019,60,60,1.0
207786,2010,32,32,1.0
207786,2011,33,33,1.0
207786,2012,27,27,1.0
207786,2013,31,31,1.0
207786,2014,23,23,1.0
207786,2015,19,19,1.0
207786,2016,24,24,1.0
207786,2017,19,19,1.0
207786,2018,20,20,1.0
207786,2019,19,19,1.0
208017,2010,11,11,1.0
208017,2011,23,23,1.0
208017,2012,10,10,1.0
208017,2013,27,27,1.0
208017,2014,14,14,1.0
208017,2015,15,15,1.0
208017,2016,10,10,1.0
208017,2017,6,6,1.0
208017,2018,5,5,1.0
208017,2019,9,9,1.0
208044,2010,6,6,1.0
208044,2011,12,12,1.0
208044,2012,18,18,1.0
208044,2013,24,24,1.0
208044,2014,17,17,1.0
208044,2015,20,20,1.0
208044,2016,16,16,1.0
208044,2017,13,13,1.0
208044,2018,16,16,1.0
208044,2019,15,15,1.0
208080,2010,21,21,1.0
208080,2011,19,19,1.0
208080,2012,25,25,1.0
208080,2013,17,17,1.0
208080,2014,16,16,1.0
208080,2015,26,26,1.0
208080,2016,14,14,1.0
208187,2013,39,39,1.0
208187,2014,60,60,1.0
208187,2015,67,67,1.0
208187,2016,99,99,1.0
208187,2017,91,91,1.0
208187,2018,75,75,1.0
208187,2019,62,62,1.0
208248,2010,73,73,1.0
208248,2011,63,63,1.0
208248,2012,58,58,1.0
208248,2013,47,47,1.0
208248,2014,33,33,1.0
208248,2015,42,42,1.0
208248,2016,54,54,1.0
208248,2017,12,12,1.0
208433,2010,34,34,1.0
208433,2011,34,34,1.0
208433,2012,47,47,1.0
208433,2013,47,47,1.0
208433,2014,30,30,1.0
208433,2015,31,31,1.0
208433,2016,37,37,1.0
208433,2017,35,35,1.0
208433,2018,34,34,1.0
208433,2019,32,32,1.0
208655,2010,261,261,1.0
208655,2011,107,107,1.0
208655,2012,73,73,1.0
208655,2013,70,70,1.0
208655,2014,68,68,1.0
208655,2015,66,66,1.0
208655,2016,64,64,1.0
208655,2017,46,46,1.0
208859,2010,49,49,1.0
208859,2011,37,37,1.0
208859,2012,39,39,1.0
208859,2013,33,33,1.0
208859,2014,26,26,1.0
208859,2015,40,40,1.0
208859,2016,22,22,1.0
208859,2017,27,27,1.0
208859,2018,19,19,1.0
208859,2019,27,27,1.0
209083,2010,15,15,1.0
209083,2011,28,28,1.0
209083,2012,28,28,1.0
209083,2013,40,40,1.0
209083,2014,38,38,1.0
209083,2015,39,39,1.0
209083,2016,35,35,1.0
209083,2017,33,33,1.0
209083,2018,41,41,1.0
209083,2019,36,36,1.0
209153,2010,45,45,1.0
209153,2011,65,65,1.0
209153,2012,39,39,1.0
209153,2013,56,56,1.0
209153,2014,47,47,1.0
209153,2015,46,46,1.0
209153,2016,31,31,1.0
209153,2017,30,30,1.0
209153,2018,30,30,1.0
209153,2019,24,24,1.0
209205,2010,35,35,1.0
209205,2011,56,56,1.0
209205,2012,65,65,1.0
209205,2013,45,45,1.0
209205,2014,56,56,1.0
209205,2015,53,53,1.0
209205,2016,45,45,1.0
209205,2017,38,38,1.0
209205,2018,36,36,1.0
209205,2019,48,48,1.0
209667,2010,42,42,1.0
209667,2011,46,46,1.0
209667,2012,32,32,1.0
209667,2013,32,32,1.0
209667,2014,31,31,1.0
209667,2015,34,34,1.0
209667,2016,35,35,1.0
209667,2017,32,32,1.0
209667,2018,37,37,1.0
209667,2019,27,27,1.0
209676,2010,93,93,1.0
209676,2011,96,96,1.0
209676,2012,96,96,1.0
209676,2013,87,87,1.0
209676,2014,82,82,1.0
209676,2015,67,67,1.0
209676,2016,73,73,1.0
209676,2017,66,66,1.0
209676,2018,73,73,1.0
209676,2019,62,62,1.0
209694,2010,51,51,1.0
209694,2011,41,41,1.0
209694,2012,39,39,1.0
209694,2013,33,33,1.0
209694,2014,36,36,1.0
209694,2015,24,24,1.0
209694,2016,22,22,1.0
209694,2017,12,12,1.0
209694,2018,26,26,1.0
209694,2019,23,23,1.0
209700,2010,115,115,1.0
209700,2011,38,38,1.0
209700,2012,64,64,1.0
209700,2013,68,68,1.0
209700,2014,76,76,1.0
209700,2015,88,88,1.0
209700,2016,78,78,1.0
209700,2017,88,88,1.0
209700,2018,86,86,1.0
209700,2019,106,106,1.0
209719,2010,25,25,1.0
209719,2011,20,20,1.0
209719,2012,25,25,1.0
209719,2013,23,23,1.0
209719,2014,18,18,1.0
209719,2015,8,8,1.0
209719,2016,14,14,1.0
209719,2017,17,17,1.0
209719,2018,14,14,1.0
209719,2019,32,32,1.0
209986,2010,16,16,1.0
209986,2011,21,21,1.0
209986,2012,21,21,1.0
209986,2013,21,21,1.0
209986,2014,22,22,1.0
209986,2015,22,22,1.0
209986,2016,14,14,1.0
209986,2017,17,17,1.0
210100,2010,47,47,1.0
210100,2011,35,35,1.0
210100,2012,43,43,1.0
210100,2013,37,37,1.0
210100,2014,39,39,1.0
210100,2015,32,32,1.0
210100,2016,27,27,1.0
210100,2017,32,32,1.0
210340,2010,43,43,1.0
210340,2011,34,34,1.0
210340,2012,36,36,1.0
210340,2013,51,51,1.0
210340,2014,55,55,1.0
210340,2015,39,39,1.0
210340,2016,29,29,1.0
210340,2017,26,26,1.0
210340,2018,24,24,1.0
210340,2019,28,28,1.0
210474,2010,24,24,1.0
210474,2011,31,31,1.0
210474,2012,40,40,1.0
210474,2013,50,50,1.0
210474,2014,75,75,1.0
210474,2015,48,48,1.0
210474,2016,43,43,1.0
210474,2017,51,51,1.0
210474,2018,42,42,1.0
210474,2019,44,44,1.0
210711,2010,68,68,1.0
210711,2011,72,72,1.0
210711,2012,90,90,1.0
210711,2013,85,85,1.0
210711,2014,54,54,1.0
210711,2015,43,43,1.0
210711,2016,34,34,1.0
210711,2017,27,27,1.0
210711,2018,28,28,1.0
210711,2019,30,30,1.0
210748,2010,62,62,1.0
210748,2011,99,99,1.0
210748,2012,158,158,1.0
210748,2013,71,71,1.0
210748,2014,57,57,1.0
210748,2015,61,61,1.0
210748,2016,43,43,1.0
210748,2017,51,51,1.0
210748,2018,57,57,1.0
210748,2019,49,49,1.0
210784,2010,167,170,0.9823529411764705
210784,2011,137,137,1.0
210784,2012,159,159,1.0
210784,2013,133,133,1.0
210784,2014,149,149,1.0
210784,2015,109,109,1.0
210784,2016,96,96,1.0
210784,2017,83,83,1.0
210784,2018,86,86,1.0
210784,2019,103,103,1.0
211316,2010,145,145,1.0
211316,2011,93,93,1.0
211316,2012,112,112,1.0
211316,2013,121,121,1.0
211316,2014,95,95,1.0
211316,2015,87,87,1.0
211316,2016,97,97,1.0
211316,2017,110,110,1.0
211316,2018,79,79,1.0
211316,2019,75,75,1.0
211334,2010,58,58,1.0
211334,2011,54,54,1.0
211334,2012,29,29,1.0
211334,2013,37,37,1.0
211334,2014,40,40,1.0
211334,2015,27,27,1.0
211334,2016,31,31,1.0
211334,2017,41,41,1.0
211334,2018,26,26,1.0
211334,2019,37,37,1.0
212045,2015,134,218,0.6146788990825688
212045,2016,132,227,0.5814977973568282
212045,2017,116,182,0.6373626373626373
212045,2018,159,208,0.7644230769230769
212045,2019,121,173,0.6994219653179191
212212,2010,14,14,1.0
212212,2011,28,28,1.0
212212,2012,28,28,1.0
212212,2013,27,27,1.0
212212,2014,27,27,1.0
212212,2015,27,27,1.0
212230,2010,37,37,1.0
212230,2011,58,58,1.0
212230,2012,31,31,1.0
212230,2013,25,25,1.0
212230,2014,31,31,1.0
212230,2015,31,31,1.0
212230,2016,26,26,1.0
212230,2017,22,22,1.0
212230,2018,26,26,1.0
212230,2019,30,30,1.0
212267,2010,114,114,1.0
212267,2011,96,96,1.0
212267,2012,82,82,1.0
212267,2013,74,74,1.0
212267,2014,64,64,1.0
212267,2015,70,70,1.0
212267,2016,72,72,1.0
212267,2017,50,50,1.0
212267,2018,42,42,1.0
212267,2019,45,45,1.0
212276,2010,85,85,1.0
212276,2011,91,91,1.0
212276,2012,103,103,1.0
212276,2013,88,88,1.0
212276,2014,50,50,1.0
212276,2015,64,64,1.0
212276,2016,49,49,1.0
212276,2017,56,56,1.0
212276,2018,44,44,1.0
212276,2019,43,43,1.0
212285,2010,48,48,1.0
