unitid,year,n_awards,n_awards_total,cosme_ratio
142407,2017,27,27,1.0
142407,2018,17,17,1.0
142407,2019,47,47,1.0
142416,2010,23,23,1.0
142416,2011,23,23,1.0
142416,2012,23,23,1.0
142416,2013,23,23,1.0
142416,2014,23,23,1.0
142416,2015,16,16,1.0
142416,2016,15,15,1.0
142416,2017,13,13,1.0
142416,2018,13,13,1.0
142416,2019,11,11,1.0
142489,2010,70,70,1.0
142489,2011,42,42,1.0
142489,2012,40,40,1.0
142489,2013,37,37,1.0
142489,2014,17,17,1.0
142489,2015,15,15,1.0
142489,2016,15,15,1.0
142489,2017,14,14,1.0
142489,2018,16,16,1.0
142489,2019,17,17,1.0
142869,2010,16,16,1.0
142869,2011,23,23,1.0
142869,2012,28,28,1.0
142869,2013,30,30,1.0
142869,2014,23,23,1.0
142869,2015,29,29,1.0
142869,2016,25,25,1.0
142878,2010,44,55,0.8
142878,2011,62,74,0.8378378378378378
142878,2012,64,76,0.8421052631578947
142878,2013,23,29,0.7931034482758621
142878,2014,23,26,0.8846153846153846
142878,2015,54,54,1.0
142878,2016,18,18,1.0
143181,2010,21,21,1.0
143181,2011,28,28,1.0
143181,2012,24,24,1.0
143181,2013,15,15,1.0
143181,2014,19,19,1.0
143181,2015,12,12,1.0
143181,2016,24,24,1.0
143181,2017,28,28,1.0
143181,2018,59,59,1.0
143181,2019,51,51,1.0
143376,2010,135,135,1.0
143376,2011,166,166,1.0
143376,2012,358,358,1.0
143376,2013,223,223,1.0
143376,2014,202,202,1.0
143376,2015,338,338,1.0
143376,2016,119,119,1.0
143376,2017,143,143,1.0
143376,2018,151,151,1.0
143376,2019,116,116,1.0
143464,2010,58,58,1.0
143464,2011,57,57,1.0
143464,2012,51,51,1.0
143464,2013,51,51,1.0
143464,2014,36,36,1.0
143464,2015,41,41,1.0
143464,2016,32,32,1.0
143464,2017,34,34,1.0
143464,2018,30,30,1.0
143464,2019,24,24,1.0
143473,2010,28,28,1.0
143473,2011,25,25,1.0
143473,2012,41,41,1.0
143473,2013,53,53,1.0
143473,2014,41,41,1.0
143473,2015,41,41,1.0
143473,2016,31,31,1.0
143473,2017,22,22,1.0
143473,2018,22,22,1.0
143473,2019,50,50,1.0
143482,2010,22,22,1.0
143482,2011,35,35,1.0
143482,2012,21,24,0.875
143482,2013,28,28,1.0
143482,2014,25,25,1.0
143482,2015,28,28,1.0
143482,2016,33,33,1.0
143482,2017,20,20,1.0
143482,2018,15,15,1.0
143482,2019,28,28,1.0
143491,2010,53,53,1.0
143491,2011,53,53,1.0
143491,2012,39,40,0.975
143491,2013,48,48,1.0
143491,2014,56,56,1.0
143491,2015,45,45,1.0
143491,2016,49,49,1.0
143491,2017,34,34,1.0
143491,2018,27,27,1.0
143491,2019,66,66,1.0
143516,2010,30,30,1.0
143516,2011,29,29,1.0
143516,2012,33,33,1.0
143516,2013,29,29,1.0
143516,2014,54,54,1.0
143516,2015,21,21,1.0
143516,2016,27,27,1.0
143516,2017,13,13,1.0
143516,2018,12,12,1.0
143534,2010,57,57,1.0
143534,2011,57,57,1.0
143534,2012,49,49,1.0
143534,2013,43,43,1.0
143534,2014,20,20,1.0
143543,2010,56,56,1.0
143543,2011,63,63,1.0
143543,2012,61,61,1.0
143543,2013,50,50,1.0
143543,2014,43,43,1.0
143543,2015,32,32,1.0
143543,2016,44,44,1.0
143543,2017,46,46,1.0
143543,2018,22,22,1.0
143543,2019,39,39,1.0
143552,2010,79,79,1.0
143552,2011,73,73,1.0
143552,2012,57,57,1.0
143552,2013,67,67,1.0
143552,2014,47,47,1.0
143552,2015,52,52,1.0
143552,2016,38,38,1.0
143552,2017,27,27,1.0
143552,2018,26,26,1.0
143552,2019,32,32,1.0
143695,2010,24,24,1.0
143695,2011,17,17,1.0
143695,2012,25,25,1.0
143695,2013,15,15,1.0
143695,2014,16,16,1.0
143695,2015,9,9,1.0
143695,2016,9,9,1.0
143695,2017,8,8,1.0
143695,2018,10,10,1.0
143695,2019,2,2,1.0
144573,2010,20,20,1.0
144573,2011,32,32,1.0
144573,2012,34,34,1.0
144573,2013,35,35,1.0
144573,2014,31,31,1.0
144573,2015,25,25,1.0
144573,2016,13,13,1.0
144573,2017,16,16,1.0
144573,2018,32,32,1.0
144573,2019,19,19,1.0
144616,2010,10,10,1.0
144616,2011,10,10,1.0
144616,2012,5,6,0.8333333333333334
144795,2010,311,311,1.0
144795,2011,183,183,1.0
144795,2012,276,276,1.0
144795,2013,104,104,1.0
144795,2014,224,224,1.0
144795,2015,110,110,1.0
144795,2016,120,120,1.0
144795,2017,101,101,1.0
144795,2018,94,94,1.0
144795,2019,96,96,1.0
145309,2014,8,14,0.5714285714285714
145406,2010,124,124,1.0
145406,2011,121,121,1.0
145406,2012,124,124,1.0
145406,2013,165,165,1.0
145406,2014,157,157,1.0
145406,2015,143,143,1.0
145406,2016,131,131,1.0
145406,2017,138,138,1.0
145406,2018,182,182,1.0
145406,2019,235,235,1.0
145424,2010,53,53,1.0
145424,2011,34,34,1.0
145424,2012,30,30,1.0
145424,2013,33,33,1.0
145424,2014,18,18,1.0
145424,2015,25,25,1.0
145424,2016,23,23,1.0
145424,2017,24,24,1.0
145424,2018,17,17,1.0
145424,2019,21,21,1.0
145433,2010,44,44,1.0
145433,2011,32,32,1.0
145433,2012,36,36,1.0
145433,2013,38,38,1.0
145433,2014,34,34,1.0
145433,2015,18,18,1.0
145433,2016,24,24,1.0
145433,2017,32,32,1.0
145433,2018,31,31,1.0
145433,2019,30,30,1.0
146454,2010,35,35,1.0
146454,2011,32,32,1.0
146454,2012,33,33,1.0
146454,2013,21,21,1.0
146454,2014,17,17,1.0
146454,2015,18,18,1.0
146454,2016,24,24,1.0
146454,2017,10,10,1.0
146454,2018,23,23,1.0
146454,2019,19,19,1.0
146807,2010,39,39,1.0
146807,2011,37,37,1.0
146807,2012,20,20,1.0
146807,2013,23,23,1.0
146807,2014,17,17,1.0
146807,2015,21,21,1.0
146807,2016,30,30,1.0
146807,2017,25,25,1.0
146807,2018,14,14,1.0
146807,2019,19,19,1.0
147439,2010,30,30,1.0
147439,2011,40,40,1.0
147439,2012,30,30,1.0
147439,2013,43,43,1.0
147439,2014,29,29,1.0
147439,2015,35,35,1.0
147439,2016,34,34,1.0
147439,2017,13,13,1.0
147439,2018,25,25,1.0
147439,2019,22,22,1.0
147642,2010,40,40,1.0
147642,2011,39,39,1.0
147642,2012,47,47,1.0
147642,2013,32,32,1.0
147642,2014,28,28,1.0
147642,2015,27,27,1.0
147642,2016,26,26,1.0
147642,2017,22,22,1.0
147642,2018,26,26,1.0
147642,2019,19,19,1.0
147819,2010,35,35,1.0
147819,2011,42,42,1.0
147819,2012,23,23,1.0
147819,2013,30,30,1.0
147819,2014,31,31,1.0
147819,2015,29,29,1.0
147819,2016,27,27,1.0
147819,2017,27,27,1.0
147819,2018,18,18,1.0
147819,2019,25,25,1.0
147970,2010,93,107,0.8691588785046729
147970,2011,107,107,1.0
147970,2012,133,133,1.0
147970,2013,149,149,1.0
147970,2014,101,101,1.0
147970,2015,97,97,1.0
148098,2010,31,31,1.0
148098,2011,25,25,1.0
148098,2012,35,35,1.0
148098,2013,35,35,1.0
148098,2014,23,23,1.0
148098,2015,38,38,1.0
148098,2016,27,27,1.0
148098,2017,19,19,1.0
148098,2018,23,23,1.0
148098,2019,22,22,1.0
149204,2010,36,36,1.0
149204,2011,34,34,1.0
149204,2012,36,36,1.0
149204,2013,35,35,1.0
149204,2014,24,24,1.0
149204,2015,30,30,1.0
149204,2016,27,27,1.0
149204,2017,29,29,1.0
149204,2018,17,17,1.0
149204,2019,21,21,1.0
149499,2010,19,19,1.0
149499,2011,19,19,1.0
149499,2012,15,15,1.0
149499,2013,12,12,1.0
149499,2014,12,12,1.0
149499,2015,12,12,1.0
149499,2016,13,13,1.0
149499,2017,9,9,1.0
149499,2018,8,8,1.0
149499,2019,8,8,1.0
149550,2010,97,121,0.8016528925619835
149550,2011,112,134,0.835820895522388
149550,2012,116,134,0.8656716417910447
149550,2013,136,148,0.918918918918919
149550,2014,95,107,0.8878504672897196
149550,2015,88,97,0.9072164948453608
149550,2016,97,103,0.941747572815534
149550,2017,115,124,0.9274193548387096
149550,2018,81,86,0.9418604651162791
149550,2019,92,99,0.9292929292929293
150075,2010,5,5,1.0
150075,2011,5,5,1.0
150075,2012,5,5,1.0
150075,2013,4,4,1.0
150075,2014,3,3,1.0
150075,2015,7,7,1.0
150075,2016,4,4,1.0
150303,2010,48,48,1.0
150303,2011,52,52,1.0
150303,2012,73,73,1.0
150303,2013,99,99,1.0
150303,2014,98,98,1.0
150303,2015,142,142,1.0
150303,2016,123,123,1.0
150303,2017,135,135,1.0
150303,2018,136,136,1.0
150303,2019,145,145,1.0
150428,2010,37,37,1.0
150428,2011,25,25,1.0
150428,2012,38,38,1.0
150428,2013,33,33,1.0
150428,2014,29,29,1.0
150428,2015,24,24,1.0
150428,2016,24,24,1.0
150428,2017,24,24,1.0
150428,2018,35,37,0.9459459459459459
150428,2019,29,29,1.0
150437,2010,18,18,1.0
150437,2011,29,29,1.0
150437,2012,31,31,1.0
150437,2013,27,27,1.0
150437,2014,16,16,1.0
150437,2015,23,23,1.0
150437,2016,12,12,1.0
150437,2017,25,25,1.0
150437,2018,14,14,1.0
150695,2010,42,42,1.0
150695,2011,56,56,1.0
150695,2012,53,53,1.0
150695,2013,41,41,1.0
150695,2014,37,37,1.0
150695,2015,45,45,1.0
150695,2016,36,36,1.0
150695,2017,32,32,1.0
150710,2010,51,51,1.0
150710,2011,60,60,1.0
150710,2012,47,47,1.0
150710,2013,46,46,1.0
150710,2014,35,35,1.0
150710,2015,34,34,1.0
150710,2016,29,29,1.0
150765,2010,37,37,1.0
150765,2011,35,35,1.0
150765,2012,47,47,1.0
150765,2013,39,39,1.0
150765,2014,46,46,1.0
150765,2015,41,41,1.0
150765,2016,38,38,1.0
150765,2017,32,32,1.0
150765,2018,25,25,1.0
150765,2019,29,29,1.0
150853,2010,53,53,1.0
150853,2011,77,77,1.0
150853,2012,93,93,1.0
150853,2013,92,92,1.0
150853,2014,67,67,1.0
150853,2015,78,78,1.0
150853,2016,68,68,1.0
150853,2017,60,60,1.0
150853,2018,51,51,1.0
150853,2019,97,97,1.0
151564,2010,20,20,1.0
151564,2011,18,18,1.0
151564,2012,18,18,1.0
151564,2013,25,25,1.0
151564,2014,19,19,1.0
151564,2015,9,9,1.0
151564,2016,19,19,1.0
151564,2017,18,18,1.0
151564,2018,13,13,1.0
151564,2019,13,13,1.0
151607,2010,41,41,1.0
151607,2011,40,40,1.0
151607,2012,57,57,1.0
151607,2013,43,43,1.0
151607,2014,49,49,1.0
151607,2015,52,52,1.0
151607,2016,45,45,1.0
151607,2017,69,69,1.0
151607,2018,54,54,1.0
151607,2019,54,54,1.0
151652,2010,170,170,1.0
151652,2011,146,146,1.0
151652,2012,131,131,1.0
151652,2013,121,121,1.0
151652,2014,106,106,1.0
151652,2015,103,103,1.0
151652,2016,141,141,1.0
151652,2017,114,114,1.0
151652,2018,128,128,1.0
151652,2019,131,131,1.0
151829,2010,92,92,1.0
151829,2011,76,76,1.0
151829,2012,64,64,1.0
151829,2013,66,66,1.0
151829,2014,51,51,1.0
151829,2015,46,46,1.0
151874,2010,51,51,1.0
151874,2011,62,62,1.0
151874,2012,44,44,1.0
151874,2013,20,20,1.0
151874,2014,34,34,1.0
151874,2015,4,4,1.0
152044,2010,37,37,1.0
152044,2011,34,34,1.0
152044,2012,33,33,1.0
152044,2013,35,35,1.0
152044,2014,38,38,1.0
152044,2015,45,45,1.0
152044,2016,44,44,1.0
152044,2017,29,29,1.0
152044,2018,22,22,1.0
152044,2019,22,22,1.0
152150,2010,19,19,1.0
152150,2011,21,21,1.0
152150,2012,23,23,1.0
152150,2013,13,13,1.0
152150,2014,19,19,1.0
152150,2015,22,22,1.0
152150,2016,7,7,1.0
152150,2017,15,15,1.0
152150,2018,16,16,1.0
152150,2019,21,21,1.0
152275,2010,103,107,0.9626168224299065
152275,2011,124,124,1.0
152275,2012,93,93,1.0
152275,2013,99,99,1.0
152275,2014,83,83,1.0
152275,2015,66,66,1.0
152275,2016,80,80,1.0
152275,2017,79,79,1.0
152275,2018,84,84,1.0
152275,2019,77,77,1.0
152309,2010,66,66,1.0
152309,2011,51,51,1.0
152309,2012,62,62,1.0
152309,2013,76,76,1.0
152309,2014,59,59,1.0
152309,2015,55,55,1.0
152309,2016,39,39,1.0
152309,2017,41,41,1.0
152309,2018,46,46,1.0
152309,2019,48,48,1.0
152327,2010,38,38,1.0
152327,2011,52,52,1.0
152327,2012,25,25,1.0
152327,2013,32,32,1.0
152327,2014,20,20,1.0
152327,2015,17,17,1.0
152327,2016,6,6,1.0
152327,2017,9,9,1.0
152327,2018,7,7,1.0
152628,2010,37,37,1.0
152628,2011,23,23,1.0
152628,2012,37,37,1.0
152628,2013,29,29,1.0
152628,2014,23,23,1.0
152628,2015,30,30,1.0
152628,2016,11,11,1.0
152628,2017,3,3,1.0
152628,2018,11,11,1.0
152628,2019,9,9,1.0
153074,2010,61,84,0.7261904761904762
153074,2011,87,110,0.7909090909090909
153074,2012,73,100,0.73
153074,2013,61,86,0.7093023255813954
153074,2014,53,71,0.7464788732394366
153074,2015,62,85,0.7294117647058823
153074,2016,131,155,0.8451612903225807
153074,2017,97,129,0.751937984496124
153074,2018,98,120,0.8166666666666667
153074,2019,89,102,0.8725490196078431
153083,2010,68,91,0.7472527472527473
153083,2011,93,116,0.8017241379310345
153083,2012,118,130,0.9076923076923077
153083,2013,129,149,0.8657718120805369
153083,2014,101,109,0.926605504587156
153083,2015,91,111,0.8198198198198198
153083,2016,82,91,0.9010989010989011
153083,2017,68,82,0.8292682926829268
153083,2018,69,81,0.8518518518518519
153083,2019,88,102,0.8627450980392157
153092,2010,4,4,1.0
153092,2011,11,11,1.0
153092,2012,9,9,1.0
153092,2013,7,7,1.0
153092,2014,3,3,1.0
153171,2010,7,7,1.0
153171,2011,14,14,1.0
153171,2012,14,14,1.0
153171,2013,18,18,1.0
153171,2014,15,15,1.0
153171,2015,15,15,1.0
153171,2016,6,6,1.0
153171,2017,11,11,1.0
153171,2018,3,3,1.0
153339,2010,15,15,1.0
153339,2011,20,20,1.0
153339,2012,18,18,1.0
153339,2013,19,19,1.0
153339,2014,15,15,1.0
153339,2015,11,11,1.0
153339,2016,12,12,1.0
153339,2017,8,8,1.0
153339,2018,13,13,1.0
153339,2019,12,12,1.0
153463,2010,14,14,1.0
153463,2011,22,22,1.0
153463,2012,13,13,1.0
153463,2013,18,18,1.0
153463,2014,17,17,1.0
153463,2015,16,16,1.0
153463,2016,9,9,1.0
153463,2017,15,15,1.0
153463,2018,15,15,1.0
153463,2019,12,12,1.0
153588,2010,11,11,1.0
153588,2011,17,17,1.0
153588,2012,17,17,1.0
153588,2013,23,23,1.0
153588,2014,10,10,1.0
153588,2015,12,12,1.0
153588,2016,13,13,1.0
153588,2017,16,16,1.0
153588,2018,19,19,1.0
153588,2019,7,7,1.0
153597,2010,59,59,1.0
153597,2011,101,101,1.0
153597,2012,131,131,1.0
153597,2013,75,88,0.8522727272727273
153597,2014,73,85,0.8588235294117647
153597,2015,82,95,0.8631578947368421
153597,2016,77,85,0.9058823529411765
153597,2017,44,58,0.7586206896551724
153597,2018,58,65,0.8923076923076924
153597,2019,60,72,0.8333333333333334
153746,2010,48,60,0.8
153746,2011,53,70,0.7571428571428571
153746,2012,51,69,0.7391304347826086
153746,2013,53,64,0.828125
153746,2014,43,54,0.7962962962962963
153746,2015,41,49,0.8367346938775511
153746,2016,18,24,0.75
153746,2017,21,26,0.8076923076923077
153746,2018,11,12,0.9166666666666666
153746,2019,11,15,0.7333333333333333
153764,2010,86,112,0.7678571428571429
153764,2011,93,119,0.7815126050420168
153764,2012,71,90,0.7888888888888889
153764,2013,75,83,0.9036144578313253
153764,2014,59,67,0.8805970149253731
153764,2015,39,50,0.78
153764,2016,37,44,0.8409090909090909
153764,2017,48,54,0.8888888888888888
153764,2018,27,31,0.8709677419354839
153764,2019,30,34,0.8823529411764706
153773,2010,51,60,0.85
153773,2011,62,81,0.7654320987654321
153773,2012,67,78,0.8589743589743589
153773,2013,42,57,0.7368421052631579
153773,2014,41,44,0.9318181818181818
153773,2015,45,50,0.9
153773,2016,33,41,0.8048780487804879
153773,2017,30,36,0.8333333333333334
153773,2018,25,31,0.8064516129032258
153773,2019,25,28,0.8928571428571429
153782,2010,55,81,0.6790123456790124
153782,2011,66,96,0.6875
153782,2012,64,79,0.810126582278481
153782,2013,43,59,0.7288135593220338
153782,2014,41,57,0.7192982456140351
153782,2015,29,36,0.8055555555555556
153782,2017,11,15,0.7333333333333333
153782,2018,18,24,0.75
153782,2019,13,17,0.7647058823529411
154165,2010,18,18,1.0
154165,2011,27,27,1.0
154165,2012,34,34,1.0
154165,2013,27,27,1.0
154165,2014,38,38,1.0
154165,2015,20,20,1.0
154165,2016,31,31,1.0
154165,2017,26,26,1.0
154165,2018,12,12,1.0
154165,2019,14,14,1.0
154208,2010,82,97,0.845360824742268
154208,2011,62,82,0.7560975609756098
154208,2012,84,99,0.8484848484848485
154208,2013,67,75,0.8933333333333333
154208,2014,60,82,0.7317073170731707
154208,2015,64,78,0.8205128205128205
154208,2016,74,89,0.8314606741573034
154208,2017,69,78,0.8846153846153846
154208,2018,67,78,0.8589743589743589
154208,2019,65,87,0.7471264367816092
154332,2010,42,48,0.875
154332,2011,35,44,0.7954545454545454
154332,2012,27,32,0.84375
154332,2013,19,22,0.8636363636363636
154332,2014,27,31,0.8709677419354839
154332,2015,23,25,0.92
154332,2016,21,27,0.7777777777777778
154332,2017,35,37,0.9459459459459459
154332,2018,43,49,0.8775510204081632
154332,2019,27,33,0.8181818181818182
154341,2010,57,71,0.8028169014084507
154341,2011,63,74,0.8513513513513513
154341,2012,55,72,0.7638888888888888
154341,2013,40,49,0.8163265306122449
154341,2014,32,38,0.8421052631578947
154341,2015,34,41,0.8292682926829268
154341,2016,16,26,0.6153846153846154
154341,2017,20,26,0.7692307692307693
154341,2018,21,23,0.9130434782608695
154341,2019,23,25,0.92
154448,2010,100,122,0.819672131147541
154448,2011,94,117,0.8034188034188035
154448,2012,88,104,0.8461538461538461
154448,2013,102,122,0.8360655737704918
154448,2014,102,122,0.8360655737704918
154448,2015,65,78,0.8333333333333334
154448,2016,88,103,0.8543689320388349
154448,2017,78,94,0.8297872340425532
154448,2018,76,92,0.8260869565217391
154448,2019,80,91,0.8791208791208791
154457,2010,23,23,1.0
154457,2011,31,31,1.0
154457,2012,43,43,1.0
154457,2013,42,42,1.0
154457,2014,34,34,1.0
154457,2015,26,26,1.0
154457,2016,23,23,1.0
154457,2017,15,15,1.0
154457,2018,14,14,1.0
154457,2019,21,21,1.0
154466,2010,33,33,1.0
154466,2011,29,29,1.0
154466,2012,26,26,1.0
154466,2013,24,24,1.0
154466,2014,33,33,1.0
154466,2015,23,23,1.0
154466,2016,23,23,1.0
154466,2017,22,22,1.0
154466,2018,14,14,1.0
154466,2019,17,17,1.0
154545,2010,20,23,0.8695652173913043
154545,2011,22,22,1.0
154545,2012,22,22,1.0
154545,2013,19,19,1.0
154545,2014,15,15,1.0
154545,2015,17,17,1.0
154545,2016,14,14,1.0
154545,2017,11,11,1.0
154545,2018,14,14,1.0
154545,2019,25,25,1.0
154633,2010,21,21,1.0
154819,2010,149,149,1.0
154943,2010,103,103,1.0
154943,2011,125,125,1.0
154970,2010,29,29,1.0
154970,2011,65,65,1.0
154970,2012,103,103,1.0
154970,2013,79,79,1.0
154970,2014,71,71,1.0
154970,2015,76,76,1.0
155159,2010,36,36,1.0
155159,2011,48,48,1.0
155159,2012,45,45,1.0
155159,2013,48,48,1.0
155159,2014,49,49,1.0
155159,2015,51,51,1.0
155159,2016,44,44,1.0
155159,2017,40,40,1.0
155159,2018,37,37,1.0
155159,2019,36,36,1.0
155353,2010,32,32,1.0
155353,2011,27,27,1.0
155353,2012,23,23,1.0
155353,2013,19,19,1.0
155353,2014,26,26,1.0
155353,2015,27,27,1.0
155353,2016,27,27,1.0
155353,2017,26,26,1.0
155353,2018,26,26,1.0
155353,2019,31,31,1.0
155441,2010,39,39,1.0
155441,2011,52,52,1.0
155441,2012,51,51,1.0
155441,2013,57,57,1.0
155441,2014,42,42,1.0
155441,2015,43,43,1.0
155441,2016,49,49,1.0
155867,2010,38,38,1.0
155867,2011,43,43,1.0
155867,2012,29,29,1.0
155867,2013,37,37,1.0
155867,2014,28,28,1.0
155867,2015,17,17,1.0
156277,2010,42,42,1.0
156277,2011,38,38,1.0
156277,2012,27,27,1.0
156277,2013,43,43,1.0
156277,2014,36,36,1.0
156277,2015,35,35,1.0
156277,2016,38,38,1.0
156277,2017,31,31,1.0
156277,2018,57,57,1.0
156277,2019,33,33,1.0
156310,2010,187,187,1.0
156310,2011,257,257,1.0
156310,2012,228,228,1.0
156310,2013,166,166,1.0
156310,2014,178,178,1.0
156310,2015,171,171,1.0
156310,2016,161,161,1.0
156310,2017,165,165,1.0
156310,2018,167,167,1.0
156310,2019,129,129,1.0
156426,2010,18,18,1.0
156426,2011,77,77,1.0
156426,2012,93,93,1.0
156426,2013,117,117,1.0
156426,2014,109,109,1.0
156426,2015,94,94,1.0
156426,2016,87,87,1.0
156426,2017,79,79,1.0
156426,2018,100,100,1.0
156426,2019,98,98,1.0
156444,2010,28,28,1.0
156444,2011,18,18,1.0
156444,2012,7,7,1.0
156444,2013,13,13,1.0
156444,2014,12,12,1.0
156444,2015,4,4,1.0
156675,2010,20,20,1.0
156675,2011,19,19,1.0
156675,2012,9,9,1.0
156675,2013,10,10,1.0
156754,2010,23,23,1.0
156754,2011,26,26,1.0
156754,2012,35,35,1.0
156754,2013,21,21,1.0
156754,2014,25,25,1.0
156754,2015,32,32,1.0
156754,2016,16,16,1.0
156754,2017,13,13,1.0
156754,2018,16,16,1.0
156754,2019,20,20,1.0
156842,2010,55,55,1.0
156842,2011,66,66,1.0
156842,2012,118,118,1.0
156842,2013,101,101,1.0
156842,2014,82,82,1.0
156842,2015,111,111,1.0
156842,2016,87,87,1.0
156842,2017,79,79,1.0
156842,2018,80,80,1.0
156842,2019,77,77,1.0
156949,2010,10,10,1.0
156949,2011,6,6,1.0
156949,2012,5,5,1.0
156949,2013,10,10,1.0
156949,2014,11,11,1.0
156967,2010,73,73,1.0
156967,2011,56,56,1.0
156967,2012,36,36,1.0
156967,2013,37,37,1.0
156967,2014,52,52,1.0
156967,2015,88,91,0.967032967032967
156967,2016,73,78,0.9358974358974359
156967,2017,58,58,1.0
156967,2018,69,69,1.0
156967,2019,61,65,0.9384615384615385
157395,2010,17,17,1.0
157395,2011,9,9,1.0
157395,2012,10,10,1.0
157456,2010,11,11,1.0
157456,2011,14,14,1.0
157456,2012,10,10,1.0
157456,2013,16,16,1.0
157456,2014,19,19,1.0
157456,2015,7,7,1.0
157508,2010,42,42,1.0
157508,2011,57,57,1.0
157508,2012,52,52,1.0
157508,2013,53,53,1.0
157508,2014,56,56,1.0
157508,2015,61,61,1.0
157614,2010,72,72,1.0
157614,2011,67,67,1.0
157614,2012,59,59,1.0
157614,2013,49,49,1.0
157614,2014,47,47,1.0
157614,2015,35,35,1.0
157614,2016,45,45,1.0
157614,2017,47,47,1.0
157614,2018,55,55,1.0
157614,2019,30,30,1.0
157650,2010,84,84,1.0
157650,2011,81,81,1.0
157650,2012,77,77,1.0
157650,2013,84,84,1.0
157650,2014,65,65,1.0
157650,2015,55,55,1.0
157650,2016,63,63,1.0
157650,2017,56,56,1.0
157650,2018,67,67,1.0
157650,2019,34,34,1.0
157669,2010,48,48,1.0
157669,2011,56,56,1.0
157669,2012,53,53,1.0
157669,2013,51,51,1.0
157669,2014,34,34,1.0
157669,2015,24,24,1.0
157669,2016,36,36,1.0
157669,2017,33,33,1.0
157669,2018,44,44,1.0
157669,2019,45,45,1.0
157678,2010,68,68,1.0
157678,2011,72,72,1.0
157678,2012,90,90,1.0
157678,2013,69,69,1.0
157678,2014,56,56,1.0
157678,2015,62,62,1.0
157678,2016,52,52,1.0
157678,2017,38,38,1.0
157678,2018,46,46,1.0
157678,2019,33,33,1.0
157827,2010,94,94,1.0
157827,2011,100,100,1.0
157827,2012,96,96,1.0
157827,2013,96,96,1.0
157827,2014,92,92,1.0
157827,2015,81,81,1.0
157827,2016,69,69,1.0
157827,2017,46,46,1.0
157827,2018,30,30,1.0
157827,2019,22,22,1.0
158538,2010,25,25,1.0
158538,2011,24,24,1.0
158538,2012,24,24,1.0
158538,2013,25,25,1.0
158538,2014,29,29,1.0
158538,2015,25,25,1.0
158538,2016,18,18,1.0
158538,2017,23,23,1.0
158538,2018,17,17,1.0
158538,2019,8,8,1.0
158644,2010,33,33,1.0
158644,2011,29,29,1.0
158644,2012,41,41,1.0
158644,2013,37,37,1.0
158644,2014,32,32,1.0
158644,2015,33,33,1.0
158644,2016,30,30,1.0
158644,2017,29,29,1.0
158644,2018,35,35,1.0
158644,2019,41,41,1.0
158778,2010,14,14,1.0
158778,2011,23,23,1.0
158778,2012,23,23,1.0
158778,2013,14,14,1.0
158778,2014,14,14,1.0
158778,2015,12,12,1.0
158778,2016,17,17,1.0
158778,2017,18,18,1.0
158778,2018,25,25,1.0
158778,2019,30,30,1.0
158787,2010,58,58,1.0
158787,2011,44,44,1.0
158787,2012,52,52,1.0
158787,2013,30,30,1.0
158787,2014,41,41,1.0
158787,2015,37,37,1.0
158787,2016,47,47,1.0
158787,2017,35,35,1.0
158787,2018,44,44,1.0
158787,2019,40,40,1.0
159027,2010,66,66,1.0
159027,2011,84,84,1.0
159027,2012,52,52,1.0
159027,2013,50,50,1.0
159027,2014,45,45,1.0
159027,2015,47,47,1.0
159027,2016,37,37,1.0
159027,2017,55,55,1.0
159027,2018,55,55,1.0
159027,2019,63,63,1.0
159319,2010,10,10,1.0
159319,2011,37,37,1.0
159319,2012,16,16,1.0
159319,2013,13,13,1.0
159319,2014,15,15,1.0
159319,2015,18,18,1.0
159319,2016,12,12,1.0
159319,2017,14,14,1.0
159319,2018,8,8,1.0
