UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
126942,"R",660,"R",2291,"R",29,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",21
126951,"A",,"A",,"A",,"R",344,"R",0,"R",0,"R",344,"R",246,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
127060,"R",1464,"R",1677,"R",87,"R",1483,"R",0,"Z",0,"R",1483,"R",1298,"R",88,"R",21,"R",0,"Z",0,"R",21,"R",8,"R",38,"R",12
127158,"A",,"A",,"A",,"R",669,"R",0,"R",0,"R",669,"R",555,"R",83,"R",1058,"R",0,"R",0,"R",1058,"R",867,"R",82,"R",11
127185,"R",738,"R",1095,"R",67,"R",693,"R",0,"R",0,"R",693,"R",429,"R",62,"R",13,"R",0,"R",0,"R",13,"R",4,"R",31,"R",18
127200,"R",893,"R",4288,"R",21,"R",1065,"R",0,"R",0,"R",1065,"R",624,"R",59,"R",1334,"R",1,"R",0,"R",1333,"R",611,"R",46,"R",18
127316,"A",,"A",,"A",,"R",8,"Z",0,"Z",0,"R",8,"R",6,"R",75,"R",12,"Z",0,"Z",0,"R",12,"R",8,"R",67,"R",15
127389,"R",138,"R",223,"R",62,"R",193,"R",0,"R",0,"R",193,"R",102,"R",53,"R",20,"R",0,"R",0,"R",20,"R",10,"R",50,"R",18
127556,"R",1944,"R",2583,"R",75,"R",1164,"R",0,"R",0,"R",1164,"R",865,"R",74,"R",30,"R",0,"R",0,"R",30,"R",9,"R",30,"R",20
127565,"R",2161,"R",5166,"R",42,"R",2236,"R",165,"R",0,"R",2071,"R",1354,"R",65,"R",306,"R",61,"R",0,"R",245,"R",124,"R",51,"R",17
127617,"R",85,"R",238,"R",36,"R",86,"R",3,"R",0,"R",83,"R",52,"R",63,"R",98,"R",0,"R",0,"R",98,"R",47,"R",48,"R",11
127653,"R",30,"R",129,"R",23,"R",37,"R",0,"R",0,"R",37,"R",27,"R",73,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",9
127714,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",6
127732,"R",375,"R",497,"R",75,"R",413,"R",0,"R",0,"R",413,"R",260,"R",63,"R",33,"R",0,"R",0,"R",33,"R",7,"R",21,"R",17
127741,"R",1938,"R",2926,"R",66,"R",2132,"R",0,"R",0,"R",2132,"R",1537,"R",72,"R",15,"R",0,"R",0,"R",15,"R",6,"R",40,"R",17
127778,"R",235,"R",476,"R",49,"R",280,"R",0,"R",0,"R",280,"R",146,"R",52,"R",44,"R",0,"R",0,"R",44,"R",20,"R",45,"R",15
127787,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
127820,"R",1069,"R",3552,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
127884,"R",339,"R",1115,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",19
127909,"R",606,"R",2096,"R",29,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",21
127918,"R",508,"R",833,"R",61,"R",540,"Z",0,"Z",0,"R",540,"R",428,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
127945,"R",70,"R",292,"R",24,"R",64,"R",0,"R",0,"R",64,"R",37,"R",58,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"R",8
127954,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
128106,"R",668,"R",1147,"R",58,"R",708,"R",2,"R",0,"R",706,"R",483,"R",68,"R",17,"R",0,"R",0,"R",17,"R",3,"R",18,"R",14
128151,"A",,"A",,"A",,"R",129,"R",0,"R",0,"R",129,"R",83,"R",64,"R",5,"Z",0,"Z",0,"R",5,"R",2,"R",40,"R",22
128179,"A",,"A",,"A",,"R",55,"Z",0,"Z",0,"R",55,"R",43,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
128188,"A",,"A",,"A",,"R",95,"Z",0,"Z",0,"R",95,"R",63,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
128258,"R",222,"R",427,"R",52,"R",279,"R",8,"R",0,"R",271,"R",186,"R",69,"R",60,"R",0,"R",0,"R",60,"R",28,"R",47,"R",11
128328,"R",1163,"R",1163,"R",100,"R",1180,"R",8,"R",13,"R",1185,"R",1129,"R",95,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
128337,"A",,"A",,"A",,"R",29,"R",0,"Z",0,"R",29,"R",16,"R",55,"R",19,"R",0,"Z",0,"R",19,"R",9,"R",47,"R",18
128391,"R",501,"R",864,"R",58,"R",446,"R",1,"R",0,"R",445,"R",310,"R",70,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",14
128498,"R",169,"R",262,"R",65,"R",115,"R",0,"R",0,"R",115,"R",78,"R",68,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
128577,"R",207,"R",682,"R",30,"R",203,"Z",0,"Z",0,"R",203,"R",124,"R",61,"R",110,"Z",0,"Z",0,"R",110,"R",46,"R",42,"R",15
128586,"R",12,"R",15,"R",80,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
128674,"A",,"A",,"A",,"R",37,"R",0,"R",0,"R",37,"R",21,"R",57,"R",14,"R",0,"R",0,"R",14,"R",10,"R",71,"R",16
128744,"R",523,"R",791,"R",66,"R",549,"Z",0,"Z",0,"R",549,"R",370,"R",67,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",16
128771,"R",1447,"R",2596,"R",56,"R",1421,"R",0,"R",0,"R",1421,"R",1050,"R",74,"R",12,"R",0,"R",0,"R",12,"R",5,"R",42,"R",16
128780,"R",3,"R",551,"R",1,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",6,"Z",0,"Z",0,"R",6,"R",1,"R",17,"R",12
128896,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
128902,"R",508,"R",581,"R",87,"R",444,"Z",0,"Z",0,"R",444,"R",403,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
129002,"A",,"A",,"A",,"R",45,"R",0,"R",0,"R",45,"R",34,"R",76,"R",19,"R",0,"Z",0,"R",19,"R",12,"R",63,"R",8
129020,"R",3736,"R",4604,"R",81,"R",3652,"R",6,"Z",0,"R",3646,"R",3393,"R",93,"R",7,"Z",0,"Z",0,"R",7,"R",6,"R",86,"R",16
129154,"R",67,"R",1280,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
129181,"A",,"A",,"A",,"R",125,"R",0,"Z",0,"R",125,"R",87,"R",70,"R",87,"Z",0,"R",0,"R",87,"R",61,"R",70,"R",21
129215,"R",966,"R",1713,"R",56,"R",917,"R",9,"Z",0,"R",908,"R",723,"R",80,"R",8,"Z",0,"Z",0,"R",8,"R",4,"R",50,"R",15
129242,"R",1091,"R",1173,"R",93,"R",993,"Z",0,"Z",0,"R",993,"R",896,"R",90,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"R",0,"R",12
129349,"A",,"A",,"A",,"R",26,"R",0,"R",0,"R",26,"R",24,"R",92,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"R",15
129367,"R",208,"R",1185,"R",18,"R",219,"Z",0,"Z",0,"R",219,"R",115,"R",53,"R",295,"Z",0,"Z",0,"R",295,"R",138,"R",47,"R",14
129482,"A",,"A",,"A",,"R",50,"R",0,"R",0,"R",50,"R",35,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
129525,"R",1210,"R",1533,"R",79,"R",1094,"Z",0,"Z",0,"R",1094,"R",833,"R",76,"R",8,"Z",0,"Z",0,"R",8,"R",2,"R",25,"R",9
129534,"R",6,"R",41,"R",15,"R",5,"Z",0,"Z",0,"R",5,"R",4,"R",80,"R",9,"Z",0,"Z",0,"R",9,"R",8,"R",89,"R",5
129543,"R",511,"R",1498,"R",34,"R",631,"Z",0,"Z",0,"R",631,"R",395,"R",63,"R",439,"Z",0,"Z",0,"R",439,"R",227,"R",52,"R",18
129695,"R",580,"R",2218,"R",26,"R",572,"Z",0,"Z",0,"R",572,"R",354,"R",62,"R",652,"Z",0,"Z",0,"R",652,"R",287,"R",44,"R",16
129729,"R",795,"R",1855,"R",43,"R",821,"Z",0,"Z",0,"R",821,"R",485,"R",59,"R",511,"Z",0,"Z",0,"R",511,"R",218,"R",43,"R",14
129756,"R",264,"R",1042,"R",25,"R",341,"Z",0,"Z",0,"R",341,"R",201,"R",59,"R",161,"Z",0,"Z",0,"R",161,"R",80,"R",50,"R",15
129774,"R",147,"R",269,"R",55,"R",145,"Z",0,"Z",0,"R",145,"R",87,"R",60,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",15
129808,"R",435,"R",1179,"R",37,"R",472,"Z",0,"Z",0,"R",472,"R",269,"R",57,"R",332,"Z",0,"Z",0,"R",332,"R",139,"R",42,"R",16
129923,"A",,"A",,"A",,"R",96,"R",0,"R",0,"R",96,"R",73,"R",76,"R",17,"R",0,"R",0,"R",17,"R",13,"R",76,"R",14
129932,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
129941,"R",1331,"R",1563,"R",85,"R",1408,"R",0,"Z",0,"R",1408,"R",1073,"R",76,"R",10,"R",0,"Z",0,"R",10,"R",6,"R",60,"R",16
130004,"R",441,"R",2034,"R",22,"R",613,"Z",0,"Z",0,"R",613,"R",385,"R",63,"R",301,"Z",0,"Z",0,"R",301,"R",164,"R",54,"R",18
130040,"R",161,"R",422,"R",38,"R",153,"Z",0,"Z",0,"R",153,"R",101,"R",66,"R",92,"Z",0,"Z",0,"R",92,"R",48,"R",52,"R",14
130110,"R",16,"R",35,"R",46,"R",5,"Z",0,"Z",0,"R",5,"R",4,"R",80,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",3
130174,"A",,"A",,"A",,"R",279,"R",1,"Z",0,"R",278,"R",180,"R",65,"R",87,"R",1,"Z",0,"R",86,"R",60,"R",70,"R",6
130183,"R",319,"R",1147,"R",28,"R",234,"Z",0,"Z",0,"R",234,"R",139,"R",59,"R",494,"Z",0,"Z",0,"R",494,"R",144,"R",29,"R",20
130217,"R",192,"R",461,"R",42,"R",172,"Z",0,"Z",0,"R",172,"R",109,"R",63,"R",181,"Z",0,"Z",0,"R",181,"R",78,"R",43,"R",14
130226,"R",1895,"R",2198,"R",86,"R",1963,"Z",0,"Z",0,"R",1963,"R",1694,"R",86,"R",3,"Z",0,"Z",0,"R",3,"R",3,"R",100,"R",14
130253,"R",1464,"R",1740,"R",84,"R",1387,"Z",0,"Z",0,"R",1387,"R",1155,"R",83,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",13
130314,"R",218,"R",338,"R",64,"R",132,"Z",0,"Z",0,"R",132,"R",109,"R",83,"R",2,"Z",0,"Z",0,"R",2,"R",0,"R",0,"R",8
130396,"R",576,"R",1996,"R",29,"R",658,"R",0,"R",0,"R",658,"R",373,"R",57,"R",630,"R",0,"R",0,"R",630,"R",284,"R",45,"R",16
130493,"R",1506,"R",2693,"R",56,"R",1367,"Z",0,"Z",0,"R",1367,"R",980,"R",72,"R",12,"Z",0,"Z",0,"R",12,"R",7,"R",58,"R",14
130509,"A",,"A",,"A",,"R",103,"R",0,"R",0,"R",103,"R",73,"R",71,"R",70,"R",0,"R",0,"R",70,"R",54,"R",77,"R",12
130590,"R",579,"R",619,"R",94,"R",580,"Z",0,"Z",0,"R",580,"R",526,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
130606,"R",501,"R",1333,"R",38,"R",592,"Z",0,"Z",0,"R",592,"R",336,"R",57,"R",255,"Z",0,"Z",0,"R",255,"R",109,"R",43,"R",16
130624,"R",275,"R",275,"R",100,"R",289,"Z",0,"Z",0,"R",289,"R",281,"R",97,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
130697,"R",802,"R",873,"R",92,"R",761,"Z",0,"Z",0,"R",761,"R",730,"R",96,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
130776,"R",881,"R",1458,"R",60,"R",810,"R",0,"R",0,"R",810,"R",597,"R",74,"R",17,"R",0,"R",0,"R",17,"R",7,"R",41,"R",13
130794,"R",1573,"R",1589,"R",99,"R",1579,"Z",0,"Z",0,"R",1579,"R",1562,"R",99,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
130837,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
130873,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
130907,"R",2005,"R",4605,"R",44,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",12
130934,"R",1005,"R",1615,"R",62,"R",940,"R",1,"R",0,"R",939,"R",680,"R",72,"R",11,"Z",0,"Z",0,"R",11,"R",3,"R",27,"R",15
130943,"R",4694,"R",5203,"R",90,"R",4285,"R",0,"R",0,"R",4285,"R",3862,"R",90,"R",21,"R",0,"Z",0,"R",21,"R",6,"R",29,"R",15
130989,"R",149,"R",237,"R",63,"R",162,"R",3,"R",0,"R",159,"R",119,"R",75,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",20
131061,"A",,"A",,"A",,"R",34,"R",0,"R",0,"R",34,"R",23,"R",68,"R",19,"R",0,"R",0,"R",19,"R",12,"R",63,"R",13
131098,"R",281,"R",387,"R",73,"R",353,"R",0,"R",0,"R",353,"R",210,"R",59,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
131113,"R",278,"R",2421,"R",11,"R",232,"R",0,"R",0,"R",232,"R",135,"R",58,"R",446,"R",0,"R",0,"R",446,"R",110,"R",25,"R",12
131159,"R",1752,"R",2587,"R",68,"R",1777,"R",1,"R",0,"R",1776,"R",1560,"R",88,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",12
131283,"R",833,"R",949,"R",88,"R",830,"R",0,"R",0,"R",830,"R",724,"R",87,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",7
131399,"R",364,"R",1032,"R",35,"R",163,"R",0,"R",0,"R",163,"R",97,"R",60,"R",8,"R",0,"R",0,"R",8,"R",4,"R",50,"R",9
131450,"R",201,"R",313,"R",64,"R",247,"R",0,"R",0,"R",247,"R",177,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
131469,"R",2838,"R",3748,"R",76,"R",2607,"Z",0,"Z",0,"R",2607,"R",2422,"R",93,"R",3,"Z",0,"Z",0,"R",3,"R",1,"R",33,"R",13
131496,"R",1618,"R",1920,"R",84,"R",1596,"R",0,"R",0,"R",1596,"R",1536,"R",96,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",11
131520,"R",1498,"R",1776,"R",84,"R",2077,"R",0,"R",0,"R",2077,"R",1760,"R",85,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",10
131803,"R",1,"R",169,"R",1,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",50,"R",0,"R",0,"R",50,"R",22,"R",44,"R",29
131830,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
131876,"R",212,"R",357,"R",59,"R",259,"Z",0,"Z",0,"R",259,"R",169,"R",65,"R",8,"Z",0,"Z",0,"R",8,"R",4,"R",50,"R",12
132374,"A",,"A",,"A",,"R",864,"R",0,"R",0,"R",864,"R",501,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
132408,"R",27,"R",76,"R",36,"R",37,"Z",0,"Z",0,"R",37,"R",28,"R",76,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",8
132471,"R",639,"R",1242,"R",51,"R",604,"Z",0,"Z",0,"R",604,"R",372,"R",62,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",12
132602,"R",937,"R",1022,"R",92,"R",1175,"R",0,"R",0,"R",1175,"R",761,"R",65,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",17
132657,"R",630,"R",826,"R",76,"R",467,"R",0,"R",0,"R",467,"R",334,"R",72,"R",15,"R",0,"R",0,"R",15,"R",10,"R",67,"R",18
132675,"A",,"A",,"A",,"R",33,"R",0,"R",0,"R",33,"R",10,"R",30,"R",6,"R",0,"R",0,"R",6,"R",2,"R",33,"R",6
132693,"R",1325,"R",2917,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
132709,"R",3341,"R",9024,"R",37,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",30
132842,"R",5,"R",34,"R",15,"R",15,"R",0,"R",0,"R",15,"R",13,"R",87,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",15
132851,"R",947,"R",1693,"R",56,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",20
132879,"R",67,"R",93,"R",72,"R",52,"R",0,"R",0,"R",52,"R",29,"R",56,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
132903,"R",7062,"R",15443,"R",46,"R",6678,"R",0,"R",8,"R",6686,"R",6043,"R",90,"R",192,"R",0,"R",0,"R",192,"R",157,"R",82,"R",30
132976,"A",,"A",,"A",,"R",79,"R",0,"Z",0,"R",79,"R",73,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
133021,"R",367,"R",534,"R",69,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",12
133155,"A",,"A",,"A",,"R",222,"R",0,"R",0,"R",222,"R",178,"R",80,"R",152,"R",0,"R",0,"R",152,"R",140,"R",92,"R",20
133386,"R",1271,"R",3068,"R",41,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",18
133465,"R",6,"R",117,"R",5,"R",4,"Z",0,"Z",0,"R",4,"R",1,"R",25,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",14
133492,"R",580,"R",636,"R",91,"R",558,"R",0,"Z",0,"R",558,"R",456,"R",82,"R",3,"Z",0,"Z",0,"R",3,"R",0,"R",0,"R",12
133508,"R",1989,"R",3871,"R",51,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",30
133526,"R",298,"R",341,"R",87,"R",254,"R",5,"R",0,"R",249,"R",135,"R",54,"R",14,"R",0,"R",0,"R",14,"R",7,"R",50,"R",23
133553,"R",1409,"R",1690,"R",83,"R",1338,"R",0,"R",0,"R",1338,"R",1098,"R",82,"R",4,"R",0,"R",0,"R",4,"R",0,"R",0,"R",17
133650,"R",1373,"R",2347,"R",59,"R",1655,"R",0,"R",0,"R",1655,"R",1334,"R",81,"R",29,"R",0,"R",0,"R",29,"R",13,"R",45,"R",16
133669,"R",3158,"R",6531,"R",48,"R",2781,"R",4,"R",0,"R",2777,"R",2285,"R",82,"R",9,"R",0,"R",0,"R",9,"R",7,"R",78,"R",21
133702,"R",1230,"R",4402,"R",28,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",25
133711,"R",653,"R",847,"R",77,"R",735,"R",0,"R",0,"R",735,"R",505,"R",69,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",18
133809,"R",205,"R",242,"R",85,"R",156,"R",0,"R",0,"R",156,"R",96,"R",62,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",13
133845,"A",,"A",,"A",,"R",173,"Z",0,"Z",0,"R",173,"R",116,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",38
133854,"A",,"A",,"A",,"R",114,"Z",0,"Z",0,"R",114,"R",82,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",36
133863,"A",,"A",,"A",,"R",131,"Z",0,"Z",0,"R",131,"R",94,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",40
133872,"R",89,"R",317,"R",28,"R",86,"R",0,"R",0,"R",86,"R",57,"R",66,"R",9,"R",0,"R",0,"R",9,"R",3,"R",33,"R",7
133881,"R",779,"R",1125,"R",69,"R",718,"R",0,"R",0,"R",718,"R",578,"R",81,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",14
133942,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
133951,"R",3942,"R",14889,"R",26,"R",3489,"R",1,"R",0,"R",3488,"R",3145,"R",90,"R",796,"R",0,"R",0,"R",796,"R",691,"R",87,"R",26
133960,"R",126,"R",336,"R",38,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",11
133979,"R",332,"R",414,"R",80,"R",315,"R",6,"R",0,"R",309,"R",175,"R",57,"R",8,"R",0,"R",0,"R",8,"R",4,"R",50,"R",14
133997,"A",,"A",,"A",,"R",95,"R",0,"R",0,"R",95,"R",63,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
134024,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
134079,"R",702,"R",857,"R",82,"R",717,"R",1,"Z",0,"R",716,"R",585,"R",82,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",14
134097,"R",5907,"R",8492,"R",70,"R",6365,"R",1,"R",79,"R",6443,"R",5968,"R",93,"R",72,"R",0,"R",0,"R",72,"R",56,"R",78,"R",21
134112,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",2,"R",29,"A",,"A",,"A",,"A",,"A",,"A",,"R",35
134130,"R",6758,"R",9305,"R",73,"R",6396,"R",0,"R",0,"R",6396,"R",6184,"R",97,"R",32,"R",0,"R",0,"R",32,"R",26,"R",81,"R",18
134228,"A",,"A",,"A",,"R",17,"Z",0,"Z",0,"R",17,"R",5,"R",29,"R",3,"Z",0,"Z",0,"R",3,"R",3,"R",100,"R",9
134237,"A",,"A",,"A",,"R",2460,"R",9,"R",0,"R",2451,"R",1574,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"R",26
134291,"A",,"A",,"A",,"R",328,"R",0,"R",0,"R",328,"R",253,"R",77,"R",48,"R",0,"R",0,"R",48,"R",23,"R",48,"R",19
134307,"A",,"A",,"A",,"R",95,"R",0,"R",0,"R",95,"R",83,"R",87,"R",158,"R",0,"R",0,"R",158,"R",98,"R",62,"R",14
134343,"R",619,"R",1242,"R",50,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",19
134495,"R",3847,"R",7815,"R",49,"R",3560,"R",0,"Z",0,"R",3560,"R",2137,"R",60,"R",1821,"R",0,"Z",0,"R",1821,"R",905,"R",50,"R",24
134510,"R",29,"R",54,"R",54,"R",26,"R",0,"R",0,"R",26,"R",20,"R",77,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
134529,"A",,"A",,"A",,"R",47,"R",0,"R",0,"R",47,"R",34,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
134574,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
134608,"R",1051,"R",3212,"R",33,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",26
134714,"A",,"A",,"A",,"R",22,"R",0,"R",0,"R",22,"R",16,"R",73,"R",23,"R",0,"R",0,"R",23,"R",16,"R",70,"R",6
134811,"R",135,"R",413,"R",33,"R",82,"Z",0,"Z",0,"R",82,"R",58,"R",71,"R",28,"Z",0,"Z",0,"R",28,"R",22,"R",79,"R",22
134945,"R",620,"R",973,"R",64,"R",574,"R",0,"R",0,"R",574,"R",443,"R",77,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",11
135081,"R",3427,"R",6484,"R",53,"R",583,"R",0,"R",0,"R",583,"R",460,"R",79,"R",323,"R",0,"R",0,"R",323,"R",190,"R",59,"R",12
135142,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",43,"R",0,"R",0,"R",43,"R",40,"R",93,"R",20
135160,"R",371,"R",805,"R",46,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",17
135179,"A",,"A",,"A",,"R",240,"R",0,"R",0,"R",240,"R",185,"R",77,"R",114,"R",0,"R",0,"R",114,"R",96,"R",84,"R",18
135188,"R",579,"R",1242,"R",47,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",24
135267,"A",,"A",,"A",,"R",501,"R",0,"R",0,"R",501,"R",125,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
135276,"A",,"A",,"A",,"R",297,"R",0,"R",0,"R",297,"R",166,"R",56,"R",97,"R",0,"R",0,"R",97,"R",44,"R",45,"R",20
135294,"A",,"A",,"A",,"R",135,"R",0,"R",0,"R",135,"R",94,"R",70,"R",188,"R",0,"R",0,"R",188,"R",168,"R",89,"R",15
135337,"A",,"A",,"A",,"R",32,"R",0,"R",0,"R",32,"R",28,"R",88,"R",12,"R",0,"R",0,"R",12,"R",11,"R",92,"R",24
135364,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",9,"R",0,"R",0,"R",9,"R",2,"R",22,"R",22
135391,"R",1217,"R",2499,"R",49,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",21
135407,"A",,"A",,"A",,"R",406,"Z",0,"Z",0,"R",406,"R",352,"R",87,"R",66,"R",0,"R",0,"R",66,"R",6,"R",9,"R",9
135522,"A",,"A",,"A",,"R",199,"R",0,"R",0,"R",199,"R",54,"R",27,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
135559,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
135610,"R",2,"R",25,"R",8,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",7
